hex,red,green,blue,vibrancy
#82818a,130,129,138,0
#828257,130,130,87,1
#828486,130,132,134,0
#82878c,130,135,140,0
#828b89,130,139,137,0
#828c84,130,140,132,0
#8299a1,130,153,161,0
#82aaff,130,170,255,1
#82b1ff,130,177,255,1
#82b541,130,181,65,1
#82b548,130,181,72,1
#82bc23,130,188,35,1
#830051,131,0,81,1
#832561,131,37,97,1
#833ab4,131,58,180,1
#836c28,131,108,40,1
#836eaa,131,110,170,1
#83769c,131,118,156,0
#837f86,131,127,134,0
#838085,131,128,133,0
#838184,131,129,132,0
#838279,131,130,121,0
#838377,131,131,119,0
#838380,131,131,128,0
#83847c,131,132,124,0
#83847f,131,132,127,0
#83858a,131,133,138,0
#83867c,131,134,124,0
#83867f,131,134,127,0
#838782,131,135,130,0
#838986,131,137,134,0
#83898d,131,137,141,0
#838a7f,131,138,127,0
#838c84,131,140,132,0
#838e8c,131,142,140,0
#83941f,131,148,31,1
#839496,131,148,150,0
#83a471,131,164,113,1
#83a598,131,165,152,1
#83adad,131,173,173,1
#83afe5,131,175,229,1
#840000,132,0,0,1
#84613d,132,97,61,1
#8464c4,132,100,196,1
#84754e,132,117,78,1
#847d82,132,125,130,0
#847d83,132,125,131,0
#847e83,132,126,131,0
#84807f,132,128,127,0
#848385,132,131,133,0
#848389,132,131,137,0
#848589,132,133,137,0
#8485ce,132,133,206,1
#84867b,132,134,123,0
#848886,132,136,134,0
#848980,132,137,128,0
#84898c,132,137,140,0
#848b88,132,139,136,0
#848d86,132,141,134,0
#848e8b,132,142,139,0
#84a40b,132,164,11,1
#84afa2,132,175,162,1
#84b97c,132,185,124,1
#84bd00,132,189,0,1
#85144b,133,20,75,1
#8549ba,133,73,186,1
#854c9e,133,76,158,1
#8560a8,133,96,168,1
#85754d,133,117,77,1
#857e7a,133,126,122,0
#85807d,133,128,125,0
#858287,133,130,135,0
#858385,133,131,133,0
#858387,133,131,135,0
#858483,133,132,131,0
#858681,133,134,129,0
#858687,133,134,135,0
#858c8d,133,140,141,0
#858e84,133,142,132,0
#858e87,133,142,135,0
#85939e,133,147,158,1
#859900,133,153,0,1
#85ad85,133,173,133,1
#85b7e2,133,183,226,1
#85bf25,133,191,37,1
#85c446,133,196,70,1
#85cebc,133,206,188,1
#862633,134,38,51,1
#865369,134,83,105,1
#867469,134,116,105,1
#867b7f,134,123,127,0
#867d84,134,125,132,0
#867d86,134,125,134,0
#86813b,134,129,59,1
#86857d,134,133,125,0
#868686,134,134,134,1
#868688,134,134,136,0
#86877d,134,135,125,0
#868787,134,135,135,0
#868788,134,135,136,0
#86878e,134,135,142,0
#868985,134,137,133,0
#86898b,134,137,139,0
#868cb3,134,140,179,1
#868d90,134,141,144,0
#869696,134,150,150,1
#86b3b3,134,179,179,1
#86b817,134,184,23,1
#86c1b9,134,193,185,1
#86cacd,134,202,205,1
#8700af,135,0,175,1
#871094,135,16,148,1
#8732cd,135,50,205,1
#873582,135,53,130,1
#8762c9,135,98,201,1
#87711d,135,113,29,1
#878083,135,128,131,0
#878480,135,132,128,0
#878573,135,133,115,0
#878588,135,133,136,0
#87868d,135,134,141,0
#878787,135,135,135,0
#8787d7,135,135,215,1
#87888b,135,136,139,0
#87888c,135,136,140,0
#87898d,135,137,141,0
#878a89,135,138,137,0
#878b85,135,139,133,0
#878e88,135,142,136,0
#878e89,135,142,137,0
#878f8c,135,143,140,0
#87928a,135,146,138,0
#8796b0,135,150,176,1
#879b89,135,155,137,0
#87a6bc,135,166,188,1
#87aa14,135,170,20,1
#87af87,135,175,135,1
#87afd7,135,175,215,1
#87b2d8,135,178,216,1
#87b386,135,179,134,1
#880000,136,0,0,1
#880088,136,0,136,1
#881798,136,23,152,1
#883e96,136,62,150,1
#8868b3,136,104,179,1
#887c81,136,124,129,0
#887d59,136,125,89,1
#887d84,136,125,132,0
#887d89,136,125,137,0
#88807f,136,128,127,0
#88817e,136,129,126,0
#888280,136,130,128,0
#88838d,136,131,141,0
#888484,136,132,132,0
#888485,136,132,133,0
#888689,136,134,137,0
#88878d,136,135,141,0
#888885,136,136,133,0
#888888,136,136,136,0
#8888ff,136,136,255,1
#888a8b,136,138,139,0
#888a91,136,138,145,0
#888b8c,136,139,140,0
#888b90,136,139,144,0
#888c90,136,140,144,0
#888f8a,136,143,138,0
#88909f,136,144,159,1
#88928f,136,146,143,0
#8892be,136,146,190,1
#889b4a,136,155,74,1
#88a4d3,136,164,211,1
#88aca1,136,172,161,1
#88aece,136,174,206,1
#88b92d,136,185,45,1
#88c0d0,136,192,208,1
#8959a8,137,89,168,1
#898284,137,130,132,0
#898585,137,133,133,0
#89868c,137,134,140,0
#89878b,137,135,139,0
#898790,137,135,144,0
#898880,137,136,128,0
#898989,137,137,137,0
#898a81,137,138,129,0
#898d89,137,141,137,0
#898e86,137,142,134,0
#898ea4,137,142,164,0
#898f90,137,143,144,0
#899087,137,144,135,0
#8991bb,137,145,187,0
#8996a8,137,150,168,0
#899ba6,137,155,166,0
#89ba16,137,186,22,1
#89bdff,137,189,255,1
#89ddff,137,221,255,1
#8a553f,138,85,63,1
#8a7967,138,121,103,1
#8a7b52,138,123,82,0
#8a8075,138,128,117,0
#8a8285,138,130,133,0
#8a8389,138,131,137,0
#8a8487,138,132,135,0
#8a8585,138,133,133,0
#8a8684,138,134,132,0
#8a8785,138,135,133,0
#8a8787,138,135,135,0
#8a8788,138,135,136,0
#8a8881,138,136,129,0
#8a8884,138,136,132,0
#8a888b,138,136,139,0
#8a8982,138,137,130,0
#8a8986,138,137,134,0
#8a8988,138,137,136,0
#8a8a0f,138,138,15,1
#8a8a8a,138,138,138,0
#8a8a8d,138,138,141,0
#8a8a8e,138,138,142,0
#8a8acb,138,138,203,1
#8a8c8f,138,140,143,0
#8a908a,138,144,138,0
#8a9093,138,144,147,0
#8a90c7,138,144,199,1
#8a918d,138,145,141,0
#8a9192,138,145,146,0
#8a928a,138,146,138,0
#8ab361,138,179,97,1
#8ab3b5,138,179,181,1
#8aba56,138,186,86,1
#8abeb7,138,190,183,1
#8ae234,138,226,52,1
#8b56bf,139,86,191,1
#8b6c37,139,108,55,1
#8b8187,139,129,135,0
#8b818a,139,129,138,0
#8b8198,139,129,152,0
#8b838a,139,131,138,0
#8b8684,139,134,132,0
#8b8792,139,135,146,0
#8b888d,139,136,141,0
#8b8a8d,139,138,141,0
#8b8b64,139,139,100,1
#8b8c8c,139,140,140,0
#8b8c8d,139,140,141,0
#8b8e89,139,142,137,0
#8b8f8c,139,143,140,0
#8b908b,139,144,139,0
#8b908f,139,144,143,0
#8b9094,139,144,148,0
#8b9189,139,145,137,0
#8b928d,139,146,141,0
#8b938b,139,147,139,0
#8b938f,139,147,143,0
#8b9493,139,148,147,0
#8b949e,139,148,158,0
#8b98ab,139,152,171,0
#8ba59b,139,165,155,0
#8ba753,139,167,83,1
#8baaff,139,170,255,1
#8bbf56,139,191,86,1
#8bd649,139,214,73,1
#8c4351,140,67,81,1
#8c70a7,140,112,167,1
#8c7f70,140,127,112,0
#8c8285,140,130,133,0
#8c8485,140,132,133,0
#8c857b,140,133,123,0
#8c8587,140,133,135,0
#8c8682,140,134,130,0
#8c8700,140,135,0,1
#8c8888,140,136,136,0
#8c88cd,140,136,205,1
#8c8b82,140,139,130,0
#8c8c8c,140,140,140,0
#8c8c95,140,140,149,0
#8c8d89,140,141,137,0
#8c8d8f,140,141,143,0
#8c8d92,140,141,146,0
#8c8e8c,140,142,140,0
#8c8e93,140,142,147,0
#8c8f85,140,143,133,0
#8c908d,140,144,141,0
#8c9191,140,145,145,0
#8c928a,140,146,138,0
#8c938c,140,147,140,0
#8c938d,140,147,141,0
#8c9490,140,148,144,0
#8c9594,140,149,148,0
#8ca68c,140,166,140,1
#8cb811,140,184,17,1
#8cbbad,140,187,173,1
#8cc04b,140,192,75,1
#8d6e63,141,110,99,1
#8d8288,141,130,136,0
#8d8687,141,134,135,0
#8d8786,141,135,134,0
#8d878b,141,135,139,0
#8d898f,141,137,143,0
#8d8a83,141,138,131,0
#8d8b00,141,139,0,1
#8d8c83,141,140,131,0
#8d8c8d,141,140,141,0
#8d8d8a,141,141,138,0
#8d8d8d,141,141,141,0
#8d8d8e,141,141,142,0
#8d8d96,141,141,150,0
#8d8e93,141,142,147,0
#8d8f88,141,143,136,0
#8d8f96,141,143,150,0
#8d9190,141,145,144,0
#8d9298,141,146,152,0
#8d958e,141,149,142,0
#8d9592,141,149,146,0
#8d968d,141,150,141,0
#8db9ca,141,185,202,1
#8dbdaa,141,189,170,1
#8ddb8c,141,219,140,1
#8de86e,141,232,110,1
#8e244d,142,36,77,1
#8e43e7,142,67,231,1
#8e44ad,142,68,173,1
#8e7dc6,142,125,198,1
#8e858f,142,133,143,0
#8e8684,142,134,132,0
#8e868b,142,134,139,0
#8e878d,142,135,141,0
#8e888f,142,136,143,0
#8e8a84,142,138,132,0
#8e8b94,142,139,148,0
#8e8d92,142,141,146,0
#8e8e8e,142,142,142,0
#8e8f94,142,143,148,0
#8e8f96,142,143,150,0
#8e9089,142,144,137,0
#8e908c,142,144,140,0
#8e918a,142,145,138,0
#8e928e,142,146,142,0
#8e9393,142,147,147,0
#8e9692,142,150,146,0
#8e9892,142,152,146,0
#8eaee0,142,174,224,1
#8ec06c,142,192,108,1
#8ec07c,142,192,124,1
#8eccdd,142,204,221,1
#8ee000,142,224,0,1
#8f1010,143,16,16,1
#8f2bbc,143,43,188,1
#8f3f71,143,63,113,1
#8f4673,143,70,115,1
#8f499c,143,73,156,1
#8f5536,143,85,54,1
#8f5db7,143,93,183,1
#8f5e15,143,94,21,1
#8f6c97,143,108,151,1
#8f868e,143,134,142,0
#8f8c8c,143,140,140,0
#8f8d89,143,141,137,0
#8f8d90,143,141,144,0
#8f8e85,143,142,133,0
#8f8e8a,143,142,138,0
#8f9093,143,144,147,0
#8f9098,143,144,152,0
#8f928e,143,146,142,0
#8f938c,143,147,140,0
#8f9394,143,147,148,0
#8f9490,143,148,144,0
#8f9595,143,149,149,0
#8f9596,143,149,150,0
#8f9693,143,150,147,0
#8f9696,143,150,150,0
#8f9894,143,152,148,0
#8f9c6c,143,156,108,1
#8f9d6a,143,157,106,1
#8fa1b3,143,161,179,1
#8fbcbb,143,188,187,1
#8fc13e,143,193,62,1
#9013fe,144,19,254,1
#9045e6,144,69,230,1
#90713a,144,113,58,1
#907aa9,144,122,169,1
#90868b,144,134,139,0
#90898e,144,137,142,0
#908a8d,144,138,141,0
#908b8a,144,139,138,0
#908c94,144,140,148,0
#908d93,144,141,147,0
#908f8d,144,143,141,0
#908f94,144,143,148,0
#908f95,144,143,149,0
#90909d,144,144,157,0
#909296,144,146,150,0
#90938b,144,147,139,0
#90958b,144,149,139,0
#90958f,144,149,143,0
#909597,144,149,151,0
#909894,144,152,148,0
#909895,144,152,149,0
#909897,144,152,151,0
#90a959,144,169,89,1
#90aafa,144,170,250,1
#90b7b6,144,183,182,1
#90bd31,144,189,49,1
#90bee1,144,190,225,1
#90cef1,144,206,241,1
#910048,145,0,72,1
#9146ff,145,70,255,1
#915907,145,89,7,1
#918175,145,129,117,0
#918789,145,135,137,0
#918889,145,136,137,0
#918978,145,137,120,0
#918b3b,145,139,59,0
#918b8f,145,139,143,0
#918b91,145,139,145,0
#918c88,145,140,136,0
#918c89,145,140,137,0
#918e8c,145,142,140,0
#918f88,145,143,136,0
#919191,145,145,145,0
#919192,145,145,146,0
#919198,145,145,152,0
#91938d,145,147,141,0
#91948c,145,148,140,0
#91948f,145,148,143,0
#919592,145,149,146,0
#919594,145,149,148,0
#919595,145,149,149,0
#919597,145,149,151,0
#91968e,145,150,142,0
#919692,145,150,146,0
#91978e,145,151,142,0
#919892,145,152,146,0
#919893,145,152,147,0
#919898,145,152,152,0
#9198a3,145,152,163,0
#919a99,145,154,153,0
#91b859,145,184,89,1
#91be3e,145,190,62,1
#91d8f4,145,216,244,1
#91f5d1,145,245,209,1
#924b72,146,75,114,1
#928374,146,131,116,0
#928989,146,137,137,0
#92898b,146,137,139,0
#928a8a,146,138,138,0
#928a8c,146,138,140,0
#928c90,146,140,144,0
#928d8d,146,141,141,0
#928e91,146,142,145,0
#929095,146,144,149,0
#929181,146,145,129,0
#92918d,146,145,141,0
#929290,146,146,144,0
#929297,146,146,151,0
#92938f,146,147,143,0
#929390,146,147,144,0
#92958d,146,149,141,0
#929894,146,152,148,0
#929895,146,152,149,0
#929993,146,153,147,0
#929997,146,153,151,0
#92999e,146,153,158,0
#929a94,146,154,148,0
#935c25,147,92,37,1
#937121,147,113,33,1
#938a8b,147,138,139,0
#938b8a,147,139,138,0
#938b8b,147,139,139,0
#938c95,147,140,149,0
#938e91,147,142,145,0
#938e95,147,142,149,0
#938f91,147,143,145,0
#938f93,147,143,147,0
#939198,147,145,152,0
#93928e,147,146,142,0
#939290,147,146,144,0
#939293,147,146,147,0
#93929a,147,146,154,0
#9392a1,147,146,161,0
#939496,147,148,150,0
#939499,147,148,153,0
#939599,147,149,153,0
#93959a,147,149,154,0
#939698,147,150,152,0
#93969a,147,150,154,0
#939796,147,151,150,0
#939891,147,152,145,0
#939894,147,152,148,0
#939994,147,153,148,0
#939995,147,153,149,0
#939999,147,153,153,0
#93999a,147,153,154,0
#939a99,147,154,153,0
#939b99,147,155,153,0
#93a1a1,147,161,161,0
#93a4a3,147,164,163,0
#93c763,147,199,99,1
#93dee8,147,222,232,1
#93e0e3,147,224,227,1
#93e4a4,147,228,164,1
#948c8a,148,140,138,1
#948d8b,148,141,139,0
#948d8f,148,141,143,0
#948d94,148,141,148,0
#948e48,148,142,72,1
#948e8d,148,142,141,0
#948f8c,148,143,140,0
#948f90,148,143,144,0
#948f91,148,143,145,0
#949088,148,144,136,0
#949099,148,144,153,0
#94918c,148,145,140,0
#94918e,148,145,142,0
#949197,148,145,151,0
#949292,148,146,146,0
#949297,148,146,151,0
#949298,148,146,152,0
#94929e,148,146,158,0
#94938b,148,147,139,0
#94938f,148,147,143,0
#949483,148,148,131,0
#94948f,148,148,143,0
#949494,148,148,148,0
#94958c,148,149,140,0
#9495a1,148,149,161,0
#949691,148,150,145,0
#94969a,148,150,154,0
#94969c,148,150,156,0
#949999,148,153,153,0
#94999a,148,153,154,0
#949a94,148,154,148,0
#949a96,148,154,150,0
#949b93,148,155,147,0
#949ba3,148,155,163,0
#94ce08,148,206,8,1
#953b9d,149,59,157,1
#954010,149,64,16,1
#954121,149,65,33,1
#954a97,149,74,151,1
#955214,149,82,20,1
#955ae7,149,90,231,1
#958f92,149,143,146,0
#959090,149,144,144,0
#959091,149,144,145,0
#95918d,149,145,141,0
#95928d,149,146,141,0
#959296,149,146,150,0
#959297,149,146,151,0
#95938b,149,147,139,0
#959398,149,147,152,0
#959493,149,148,147,0
#959495,149,148,149,0
#959694,149,150,148,0
#959697,149,150,151,0
#959792,149,151,146,0
#959796,149,151,150,0
#95979c,149,151,156,0
#95989b,149,152,155,0
#95989c,149,152,156,0
#959997,149,153,151,0
#959b94,149,155,148,0
#959b96,149,155,150,0
#959ca1,149,156,161,0
#959dcb,149,157,203,1
#95a5a6,149,165,166,0
#95aec7,149,174,199,1
#95c085,149,192,133,1
#95c76f,149,199,111,1
#95c7ae,149,199,174,1
#96172e,150,23,46,1
#9628c6,150,40,198,1
#963200,150,50,0,1
#963e4c,150,62,76,1
#965027,150,80,39,1
#96588a,150,88,138,1
#96609e,150,96,158,1
#96883e,150,136,62,1
#968d94,150,141,148,0
#96918d,150,145,141,0
#96918e,150,145,142,0
#969394,150,147,148,0
#969593,150,149,147,0
#969697,150,150,151,0
#969797,150,151,151,0
#969895,150,152,149,0
#969896,150,152,150,0
#96989a,150,152,154,0
#96989b,150,152,155,0
#96999d,150,153,157,0
#9699a3,150,153,163,0
#969a94,150,154,148,0
#969a96,150,154,150,0
#969a9a,150,154,154,0
#969a9c,150,154,156,0
#969b9a,150,155,154,0
#969c98,150,156,152,0
#969d98,150,157,152,0
#969d9c,150,157,156,0
#969e94,150,158,148,0
#96a0a7,150,160,167,0
#96a1a0,150,161,160,0
#96a99f,150,169,159,0
#96b5b4,150,181,180,1
#96b8db,150,184,219,1
#96bf48,150,191,72,1
#96cbb3,150,203,179,1
#96cbfe,150,203,254,1
#96d0ff,150,208,255,1
#974b46,151,75,70,1
#977d7c,151,125,124,1
#97824b,151,130,75,1
#979195,151,145,149,0
#97928e,151,146,142,0
#979391,151,147,145,0
#979399,151,147,153,0
#9793a0,151,147,160,0
#979598,151,149,152,0
#97969c,151,150,156,0
#979795,151,151,149,0
#979797,151,151,151,0
#97979a,151,151,154,0
#979892,151,152,146,0
#979894,151,152,148,0
#979896,151,152,150,0
#979897,151,152,151,0
#979898,151,152,152,0
#97989d,151,152,157,0
#979991,151,153,145,0
#979995,151,153,149,0
#979998,151,153,152,0
#97999e,151,153,158,0
#979a9e,151,154,158,0
#979b9d,151,155,157,0
#979c96,151,156,150,0
#979d9c,151,157,156,0
#979d9d,151,157,157,0
#979db4,151,157,180,1
#979ea1,151,158,161,0
#979fa6,151,159,166,0
#97a1a0,151,161,160,0
#97a4af,151,164,175,0
#97bf0d,151,191,13,1
#97c502,151,197,2,1
#98005d,152,0,93,1
#98676a,152,103,106,1
#986801,152,104,1,1
#986841,152,104,65,1
#98700d,152,112,13,1
#9876aa,152,118,170,1
#988f90,152,143,144,0
#989194,152,145,148,0
#989197,152,145,151,0
#989397,152,147,151,0
#9893a5,152,147,165,1
#989498,152,148,152,1
#98949a,152,148,154,0
#989595,152,149,149,0
#98969a,152,150,154,0
#989790,152,151,144,0
#98981b,152,152,27,1
#989892,152,152,146,0
#989898,152,152,152,0
#98998e,152,153,142,0
#989a93,152,154,147,0
#989b97,152,155,151,0
#989b98,152,155,152,0
#989b9e,152,155,158,0
#989b9f,152,155,159,0
#989c9d,152,156,157,0
#989d9a,152,157,154,0
#98a094,152,160,148,0
#98a0a5,152,160,165,0
#98a6a1,152,166,161,0
#98ab98,152,171,152,0
#98ae99,152,174,153,0
#98afb5,152,175,181,1
#98afc0,152,175,192,0
#98bc37,152,188,55,1
#98c379,152,195,121,1
#98c646,152,198,70,1
#98c807,152,200,7,1
#98ce1e,152,206,30,1
#990000,153,0,0,1
#990033,153,0,51,1
#990073,153,0,115,1
#99069a,153,6,154,1
#9911aa,153,17,170,1
#9966ff,153,102,255,1
#997700,153,119,0,1
#998542,153,133,66,1
#9989cc,153,137,204,1
#999293,153,146,147,0
#999392,153,147,146,0
#999398,153,147,152,0
#999580,153,149,128,0
#999593,153,149,147,0
#999596,153,149,150,0
#99959b,153,149,155,0
#9995a5,153,149,165,0
#999693,153,150,147,0
#999699,153,150,153,0
#999796,153,151,150,0
#999797,153,151,151,0
#999893,153,152,147,0
#999999,153,153,153,0
#99999f,153,153,159,0
#999a94,153,154,148,0
#999a99,153,154,153,0
#999b94,153,155,148,0
#999b98,153,155,152,0
#999b9a,153,155,154,0
#999b9f,153,155,159,0
#999c98,153,156,152,0
#999c99,153,156,153,0
#999c9d,153,156,157,0
#999ca6,153,156,166,0
#999e99,153,158,153,0
#999e9b,153,158,155,0
#999e9d,153,158,157,0
#999f9a,153,159,154,0
#99a09b,153,160,155,0
#99aaa3,153,170,163,0
#99ab9f,153,171,159,0
#99aba8,153,171,168,0
#99aea7,153,174,167,0
#99bbaa,153,187,170,1
#99bf52,153,191,82,1
#99c794,153,199,148,1
#99c899,153,200,153,1
#99cc00,153,204,0,1
#99cc33,153,204,51,1
#99cc99,153,204,153,1
#9a5334,154,83,52,1
#9a70a4,154,112,164,1
#9a9297,154,146,151,0
#9a9298,154,146,152,0
#9a939a,154,147,154,0
#9a93e1,154,147,225,1
#9a9497,154,148,151,0
#9a9594,154,149,148,0
#9a9693,154,150,147,0
#9a9698,154,150,152,0
#9a9794,154,151,148,0
#9a9796,154,151,150,0
#9a9799,154,151,153,0
#9a979b,154,151,155,0
#9a979c,154,151,156,0
#9a9896,154,152,150,0
#9a9898,154,152,152,0
#9a9899,154,152,153,0
#9a9999,154,153,153,0
#9a99a3,154,153,163,0
#9a9a97,154,154,151,0
#9a9b99,154,155,153,0
#9a9b9c,154,155,156,0
#9a9c97,154,156,151,0
#9a9d98,154,157,152,0
#9a9da9,154,157,169,0
#9a9dac,154,157,172,0
#9a9dae,154,157,174,0
#9a9e9b,154,158,155,0
#9a9e9d,154,158,157,0
#9a9f9a,154,159,154,0
