hex,red,green,blue,vibrancy
#cad9d0,202,217,208,0
#cadbd9,202,219,217,0
#cae0ca,202,224,202,0
#cae0d4,202,224,212,0
#cae2db,202,226,219,0
#cb202d,203,32,45,1
#cb272c,203,39,44,1
#cb3837,203,56,55,1
#cb4b16,203,75,22,1
#cb6077,203,96,119,1
#cb7200,203,114,0,1
#cba9bb,203,169,187,0
#cbaeb1,203,174,177,0
#cbaeb7,203,174,183,0
#cbb1b6,203,177,182,0
#cbb2b5,203,178,181,0
#cbb3c3,203,179,195,0
#cbb8ba,203,184,186,0
#cbbaac,203,186,172,0
#cbbfad,203,191,173,0
#cbc0b7,203,192,183,0
#cbc1d1,203,193,209,0
#cbc4b4,203,196,180,0
#cbc6da,203,198,218,0
#cbc8b6,203,200,182,0
#cbc8dc,203,200,220,0
#cbcad0,203,202,208,0
#cbceb3,203,206,179,0
#cbced0,203,206,208,0
#cbcedf,203,206,223,0
#cbd0be,203,208,190,0
#cbd0d7,203,208,215,0
#cbd3ae,203,211,174,0
#cbd6c4,203,214,196,0
#cbd6e2,203,214,226,0
#cbd7bd,203,215,189,0
#cbdbdc,203,219,220,0
#cbdbe0,203,219,224,0
#cbddcd,203,221,205,0
#cbdfcd,203,223,205,0
#cbf2f7,203,242,247,0
#cc0000,204,0,0,1
#cc0033,204,0,51,1
#cc0066,204,0,102,1
#cc00ff,204,0,255,1
#cc0f16,204,15,22,1
#cc2288,204,34,136,1
#cc292b,204,41,43,1
#cc3333,204,51,51,1
#cc33cc,204,51,204,1
#cc342b,204,52,43,1
#cc342d,204,52,45,1
#cc5e91,204,94,145,1
#cc6633,204,102,51,1
#cc6666,204,102,102,1
#cc7832,204,120,50,1
#cc7833,204,120,51,1
#cc99cc,204,153,204,1
#cca4e3,204,164,227,1
#ccabbb,204,171,187,0
#ccacc2,204,172,194,0
#ccadcd,204,173,205,0
#ccafaa,204,175,170,0
#ccb1aa,204,177,170,0
#ccb1af,204,177,175,0
#ccb4b0,204,180,176,0
#ccb5c5,204,181,197,0
#ccb6c2,204,182,194,0
#ccb6cf,204,182,207,0
#ccb8c8,204,184,200,0
#ccbac1,204,186,193,0
#ccbdba,204,189,186,0
#ccbfc7,204,191,199,0
#ccc37a,204,195,122,1
#ccc5c1,204,197,193,0
#ccc6c9,204,198,201,0
#ccc7a9,204,199,169,0
#ccc900,204,201,0,1
#cccac8,204,202,200,0
#cccccc,204,204,204,0
#ccccff,204,204,255,1
#cccdc9,204,205,201,0
#ccceb0,204,206,176,0
#cccecb,204,206,203,0
#ccd0bd,204,208,189,0
#ccd0dd,204,208,221,0
#ccd3b7,204,211,183,0
#ccd4b0,204,212,176,0
#ccd4d3,204,212,211,0
#ccd7da,204,215,218,0
#ccd7dd,204,215,221,0
#ccdbc3,204,219,195,0
#ccdbc8,204,219,200,0
#cceae7,204,234,231,0
#cd004b,205,0,75,1
#cd0a20,205,10,32,1
#cd3292,205,50,146,1
#cd3f45,205,63,69,1
#cd595a,205,89,90,1
#cd6320,205,99,32,1
#cda869,205,168,105,1
#cdab53,205,171,83,1
#cdb1b5,205,177,181,0
#cdb1c7,205,177,199,0
#cdb4c3,205,180,195,0
#cdb6b2,205,182,178,0
#cdb6be,205,182,190,0
#cdb7ae,205,183,174,0
#cdbbc6,205,187,198,0
#cdbbc9,205,187,201,0
#cdc0cd,205,192,205,0
#cdc2b6,205,194,182,0
#cdc2c3,205,194,195,0
#cdc8d8,205,200,216,0
#cdc9be,205,201,190,0
#cdc9c1,205,201,193,0
#cdc9c9,205,201,201,0
#cdccbf,205,204,191,0
#cdcdcd,205,205,205,0
#cdceab,205,206,171,0
#cdd1df,205,209,223,0
#cdd1e4,205,209,228,0
#cdd2cd,205,210,205,0
#cdd3de,205,211,222,0
#cdd3e2,205,211,226,0
#cdd4d1,205,212,209,0
#cdd6e0,205,214,224,0
#cdd7ba,205,215,186,0
#cde1ca,205,225,202,0
#ce1126,206,17,38,1
#ce1141,206,17,65,1
#ce181e,206,24,30,1
#ce2724,206,39,36,1
#ce9178,206,145,120,1
#ce9d4d,206,157,77,1
#ceaab7,206,170,183,0
#ceabb3,206,171,179,0
#ceacaa,206,172,170,0
#ceacc5,206,172,197,0
#ceadb7,206,173,183,0
#ceb8cf,206,184,207,0
#ceb9bb,206,185,187,0
#ceb9d7,206,185,215,0
#cebac0,206,186,192,0
#cebcaf,206,188,175,0
#cebec9,206,190,201,0
#cebfd7,206,191,215,0
#cec0da,206,192,218,0
#cec2ce,206,194,206,0
#cec4bb,206,196,187,0
#cec5d1,206,197,209,0
#cec5d2,206,197,210,0
#cec8ca,206,200,202,0
#cec8d0,206,200,208,0
#cecbc9,206,203,201,0
#ced0d0,206,208,208,0
#ced1d5,206,209,213,0
#ced3c7,206,211,199,0
#ced4ce,206,212,206,0
#ced4d0,206,212,208,0
#ced8db,206,216,219,0
#ced9d7,206,217,215,0
#cedbda,206,219,218,0
#cedbde,206,219,222,0
#cedcdf,206,220,223,0
#ceddd7,206,221,215,0
#cedfdd,206,223,221,0
#cee2d3,206,226,211,0
#cee4d5,206,228,213,0
#cee4d7,206,228,215,0
#cf0072,207,0,114,1
#cf0a2c,207,10,44,1
#cf202e,207,32,46,1
#cf432e,207,67,46,1
#cf6a4c,207,106,76,1
#cf7d34,207,125,52,1
#cf8d2e,207,141,46,1
#cfad25,207,173,37,1
#cfadb2,207,173,178,0
#cfb1bb,207,177,187,0
#cfb3b6,207,179,182,0
#cfb3c5,207,179,197,0
#cfb3d2,207,179,210,0
#cfb6d6,207,182,214,0
#cfb8d1,207,184,209,0
#cfbacb,207,186,203,0
#cfc3b7,207,195,183,0
#cfc5ca,207,197,202,0
#cfc6c9,207,198,201,0
#cfcad9,207,202,217,0
#cfcdd1,207,205,209,0
#cfd05d,207,208,93,1
#cfd0b2,207,208,178,0
#cfd0d6,207,208,214,0
#cfd1d2,207,209,210,0
#cfd1da,207,209,218,0
#cfd2bc,207,210,188,0
#cfd2bf,207,210,191,0
#cfd2c3,207,210,195,0
#cfd6b6,207,214,182,0
#cfd9ce,207,217,206,0
#cfdc00,207,220,0,1
#cfdfe5,207,223,229,0
#cfe4de,207,228,222,0
#cfe8cf,207,232,207,0
#d0002c,208,0,44,1
#d0006f,208,0,111,1
#d02023,208,32,35,1
#d03027,208,48,39,1
#d06d34,208,109,52,1
#d07346,208,115,70,1
#d08770,208,135,112,1
#d0adbc,208,173,188,0
#d0b4c3,208,180,195,0
#d0b6d5,208,182,213,0
#d0b7d0,208,183,208,0
#d0b8c3,208,184,195,0
#d0b9ac,208,185,172,0
#d0bad8,208,186,216,0
#d0bbbd,208,187,189,0
#d0bbcf,208,187,207,0
#d0c0ad,208,192,173,0
#d0c3d6,208,195,214,0
#d0c6d2,208,198,210,0
#d0c7bb,208,199,187,0
#d0c8c6,208,200,198,0
#d0c9c5,208,201,197,0
#d0cac6,208,202,198,0
#d0cbaf,208,203,175,0
#d0ccc4,208,204,196,0
#d0d0d0,208,208,208,0
#d0d0fa,208,208,250,0
#d0d1bb,208,209,187,0
#d0d1de,208,209,222,0
#d0d5ce,208,213,206,0
#d0d5d0,208,213,208,0
#d0d6d0,208,214,208,0
#d0d7e1,208,215,225,0
#d0dad0,208,218,208,0
#d0dadb,208,218,219,0
#d0dbc9,208,219,201,0
#d0dcde,208,220,222,0
#d0ded8,208,222,216,0
#d0dfee,208,223,238,0
#d0e3d8,208,227,216,0
#d0eded,208,237,237,0
#d11013,209,16,19,1
#d13814,209,56,20,1
#d197d9,209,151,217,1
#d19a66,209,154,102,1
#d1acad,209,172,173,0
#d1afb5,209,175,181,0
#d1afd3,209,175,211,0
#d1b0c3,209,176,195,0
#d1b6b6,209,182,182,0
#d1b7b9,209,183,185,0
#d1b7d4,209,183,212,0
#d1bcc2,209,188,194,0
#d1c2d8,209,194,216,0
#d1c2dc,209,194,220,0
#d1c4df,209,196,223,0
#d1c5bb,209,197,187,0
#d1c5cf,209,197,207,0
#d1c6b8,209,198,184,0
#d1c6bc,209,198,188,0
#d1c7c0,209,199,192,0
#d1c8b0,209,200,176,0
#d1cdd4,209,205,212,0
#d1cedc,209,206,220,0
#d1d0c5,209,208,197,0
#d1d0ca,209,208,202,0
#d1d2b7,209,210,183,0
#d1d2c8,209,210,200,0
#d1d3b2,209,211,178,0
#d1d4b0,209,212,176,0
#d1d5b3,209,213,179,0
#d1d6b7,209,214,183,0
#d1d7c4,209,215,196,0
#d1d8c3,209,216,195,0
#d1d8c7,209,216,199,0
#d1d9e1,209,217,225,0
#d1ddd7,209,221,215,0
#d1e5de,209,229,222,0
#d1f1a9,209,241,169,0
#d20962,210,9,98,1
#d22d72,210,45,114,1
#d24663,210,70,99,1
#d25238,210,82,56,1
#d25252,210,82,82,1
#d27b53,210,123,83,1
#d27f46,210,127,70,1
#d28445,210,132,69,1
#d28b71,210,139,113,1
#d28e5d,210,142,93,1
#d2a8ff,210,168,255,1
#d2b2a0,210,178,160,0
#d2b4af,210,180,175,0
#d2b5ae,210,181,174,0
#d2b6b5,210,182,181,0
#d2b6d3,210,182,211,0
#d2babd,210,186,189,0
#d2bbc5,210,187,197,0
#d2bdbf,210,189,191,0
#d2bfcb,210,191,203,0
#d2c1c1,210,193,193,0
#d2c4cc,210,196,204,0
#d2c4d3,210,196,211,0
#d2c5c5,210,197,197,0
#d2c6c1,210,198,193,0
#d2c8df,210,200,223,0
#d2cbaf,210,203,175,0
#d2d0b4,210,208,180,0
#d2d2d2,210,210,210,0
#d2d3c2,210,211,194,0
#d2d4c3,210,212,195,0
#d2d4ce,210,212,206,0
#d2d5c9,210,213,201,0
#d2d8bc,210,216,188,0
#d2dac6,210,218,198,0
#d2dbc1,210,219,193,0
#d2dcd9,210,220,217,0
#d2de61,210,222,97,1
#d2e2e3,210,226,227,0
#d2e5e4,210,229,228,0
#d2e7e4,210,231,228,0
#d2ea32,210,234,50,1
#d2faff,210,250,255,0
#d32d27,211,45,39,1
#d33131,211,49,49,1
#d33682,211,54,130,1
#d34037,211,64,55,1
#d3423e,211,66,62,1
#d35400,211,84,0,1
#d35c5c,211,92,92,1
#d36363,211,99,99,1
#d381c3,211,129,195,1
#d3869b,211,134,155,1
#d390e7,211,144,231,1
#d39745,211,151,69,1
#d3a60c,211,166,12,1
#d3af86,211,175,134,0
#d3b5c3,211,181,195,0
#d3b7c5,211,183,197,0
#d3b7cd,211,183,205,0
#d3b987,211,185,135,0
#d3bdbe,211,189,190,0
#d3bdc0,211,189,192,0
#d3c1b6,211,193,182,0
#d3c3c4,211,195,196,0
#d3c6bc,211,198,188,0
#d3c7b8,211,199,184,0
#d3c7c1,211,199,193,0
#d3c8be,211,200,190,0
#d3c8cc,211,200,204,0
#d3ccc2,211,204,194,0
#d3cec2,211,206,194,0
#d3cecc,211,206,204,0
#d3d0bb,211,208,187,0
#d3d0c8,211,208,200,0
#d3d0d4,211,208,212,0
#d3d2bd,211,210,189,0
#d3d2dc,211,210,220,0
#d3d3c7,211,211,199,0
#d3d3e3,211,211,227,0
#d3d6dc,211,214,220,0
#d3d7cf,211,215,207,0
#d3d8b9,211,216,185,0
#d3d8df,211,216,223,0
#d3dacf,211,218,207,0
#d3dbe3,211,219,227,0
#d3dcc8,211,220,200,0
#d3ddc1,211,221,193,0
#d3dfc9,211,223,201,0
#d3e2dc,211,226,220,0
#d3e5da,211,229,218,0
#d3e5de,211,229,222,0
#d40000,212,0,0,1
#d43552,212,53,82,1
#d485ad,212,133,173,1
#d4891c,212,137,28,1
#d4b6d5,212,182,213,0
#d4bab4,212,186,180,0
#d4bbb1,212,187,177,0
#d4bdb3,212,189,179,0
#d4c2bd,212,194,189,0
#d4c3c9,212,195,201,0
#d4c78c,212,199,140,1
#d4c7c6,212,199,198,0
#d4c99e,212,201,158,1
#d4cfc9,212,207,201,0
#d4d0ab,212,208,171,0
#d4d0b3,212,208,179,0
#d4d3bf,212,211,191,0
#d4d4d4,212,212,212,0
#d4d4db,212,212,219,0
#d4d5c4,212,213,196,0
#d4d5d0,212,213,208,0
#d4d7c6,212,215,198,0
#d4dec3,212,222,195,0
#d4e4cf,212,228,207,0
#d4e8e4,212,232,228,0
#d50a0a,213,10,10,1
#d51007,213,16,7,1
#d52685,213,38,133,1
#d52a1d,213,42,29,1
#d52b1d,213,43,29,1
#d52b1e,213,43,30,1
#d54262,213,66,98,1
#d54e21,213,78,33,1
#d54e53,213,78,83,1
#d5641c,213,100,28,1
#d57e85,213,126,133,1
#d5b2b4,213,178,180,0
#d5b3ce,213,179,206,0
#d5b5be,213,181,190,0
#d5bcba,213,188,186,0
#d5bebf,213,190,191,0
#d5bfca,213,191,202,0
#d5c2b4,213,194,180,0
#d5c4a1,213,196,161,0
#d5c4cc,213,196,204,0
#d5c5d3,213,197,211,0
#d5c9d3,213,201,211,0
#d5cce2,213,204,226,0
#d5cec4,213,206,196,0
#d5ced0,213,206,208,0
#d5d0e5,213,208,229,0
#d5d1d4,213,209,212,0
#d5d1de,213,209,222,0
#d5d3d5,213,211,213,0
#d5d4ba,213,212,186,0
#d5d5d1,213,213,209,0
#d5d5d5,213,213,213,0
#d5d6db,213,214,219,0
#d5dbe0,213,219,224,0
#d5dbe5,213,219,229,0
#d5dec5,213,222,197,0
#d5decd,213,222,205,0
#d5df00,213,223,0,1
#d6006e,214,0,110,1
#d6083b,214,8,59,1
#d6156c,214,21,108,1
#d6182a,214,24,42,1
#d65129,214,81,41,1
#d65407,214,84,7,1
#d65d0e,214,93,14,1
#d69822,214,152,34,1
#d69d85,214,157,133,1
#d6b6c1,214,182,193,0
#d6b6d3,214,182,211,0
#d6b9b5,214,185,181,0
#d6b9d6,214,185,214,0
#d6baad,214,186,173,0
#d6babf,214,186,191,0
#d6c1be,214,193,190,0
#d6c1cf,214,193,207,0
#d6c2c9,214,194,201,0
#d6c3c8,214,195,200,0
#d6c8d6,214,200,214,0
#d6cac8,214,202,200,0
#d6ccd2,214,204,210,0
#d6cdca,214,205,202,0
#d6cdd5,214,205,213,0
#d6cfda,214,207,218,0
#d6d0c2,214,208,194,0
#d6d4e8,214,212,232,0
#d6d5d4,214,213,212,0
#d6d6d6,214,214,214,0
#d6d7d9,214,215,217,0
#d6dbe5,214,219,229,0
#d6deeb,214,222,235,0
#d6e03d,214,224,61,1
#d6e1dc,214,225,220,0
#d6e2ce,214,226,206,0
#d6e5e7,214,229,231,0
#d70000,215,0,0,1
#d70021,215,0,33,1
#d70087,215,0,135,1
#d700ff,215,0,255,1
#d7182a,215,24,42,1
#d72638,215,38,56,1
#d73737,215,55,55,1
#d73a49,215,58,73,1
#d73c9a,215,60,154,1
#d7410b,215,65,11,1
#d74e26,215,78,38,1
#d75444,215,84,68,1
#d7584f,215,88,79,1
#d75f00,215,95,0,1
#d75f5f,215,95,95,1
#d7827e,215,130,126,1
#d7875f,215,135,95,1
#d79100,215,145,0,1
#d7af5f,215,175,95,1
#d7ba7d,215,186,125,1
#d7bbbd,215,187,189,0
#d7c5c1,215,197,193,0
#d7c6c8,215,198,200,0
#d7c8bc,215,200,188,0
#d7cacd,215,202,205,0
#d7cbbb,215,203,187,0
#d7ced7,215,206,215,0
#d7d1da,215,209,218,0
#d7d2ba,215,210,186,0
#d7d4cf,215,212,207,0
#d7d8c8,215,216,200,0
#d7d9e2,215,217,226,0
#d7dbdd,215,219,221,0
#d7dcce,215,220,206,0
#d7dec8,215,222,200,0
#d7dfc6,215,223,198,0
#d7e2cd,215,226,205,0
#d7e2e9,215,226,233,0
#d8137f,216,19,127,1
#d81f2a,216,31,42,1
#d83b01,216,59,1,1
#d8582b,216,88,43,1
#d86868,216,104,104,1
#d88568,216,133,104,1
#d8a158,216,161,88,1
#d8b56d,216,181,109,1
#d8bba2,216,187,162,0
#d8bbc8,216,187,200,0
#d8bdd6,216,189,214,0
#d8c1da,216,193,218,0
#d8c2c7,216,194,199,0
#d8c3d3,216,195,211,0
#d8c6c1,216,198,193,0
#d8c8be,216,200,190,0
#d8c8c3,216,200,195,0
#d8cad8,216,202,216,0
#d8cdde,216,205,222,0
#d8cde0,216,205,224,0
#d8cebb,216,206,187,0
#d8cfbc,216,207,188,0
#d8d1d8,216,209,216,0
#d8d2d5,216,210,213,0
#d8d4cb,216,212,203,0
#d8d4df,216,212,223,0
#d8d5d5,216,213,213,0
#d8d5dd,216,213,221,0
#d8d6e6,216,214,230,0
#d8d7b9,216,215,185,0
#d8d7da,216,215,218,0
#d8d8d8,216,216,216,0
#d8d9c4,216,217,196,0
#d8d9e7,216,217,231,0
#d8dce2,216,220,226,0
#d8dee9,216,222,233,0
#d8dfdf,216,223,223,0
#d8e2d5,216,226,213,0
#d8e2e0,216,226,224,0
#d8e3e5,216,227,229,0
#d91e18,217,30,24,1
#d92792,217,39,146,1
#d94f4f,217,79,79,1
#d991d2,217,145,210,1
#d9bacb,217,186,203,0
#d9becd,217,190,205,0
#d9c3bc,217,195,188,0
#d9c4d5,217,196,213,0
#d9c5ce,217,197,206,0
#d9c8de,217,200,222,0
#d9cad7,217,202,215,0
#d9cfbb,217,207,187,0
#d9cfd1,217,207,209,0
#d9cfd2,217,207,210,0
#d9d2ca,217,210,202,0
#d9d2d7,217,210,215,0
#d9d2da,217,210,218,0
#d9d7cc,217,215,204,0
#d9d7e1,217,215,225,0
#d9d8d8,217,216,216,0
#d9d9d9,217,217,217,0
#d9dec3,217,222,195,0
#d9dfe4,217,223,228,0
#d9e506,217,229,6,1
#d9f5dd,217,245,221,0
#da0000,218,0,0,1
#da1884,218,24,132,1
#da3d34,218,61,52,1
#da4939,218,73,57,1
#da552f,218,85,47,1
#da5a47,218,90,71,1
#da9a39,218,154,57,1
#dab997,218,185,151,0
#dac4bb,218,196,187,0
#dac4dd,218,196,221,0
#dac5ca,218,197,202,0
#dac6c7,218,198,199,0
#dacce2,218,204,226,0
#dacdde,218,205,222,0
#dad2d3,218,210,211,0
#dad5d1,218,213,209,0
#dad5de,218,213,222,0
#dad5e0,218,213,224,0
#dad8dd,218,216,221,0
#dadbdb,218,219,219,0
#dadbdc,218,219,220,0
#dae2cb,218,226,203,0
#dae2db,218,226,219,0
#dae5de,218,229,222,0
#dae6e4,218,230,228,0
#daefa3,218,239,163,0
#db0011,219,0,17,1
#db1f29,219,31,41,1
#db2d20,219,45,32,1
#db3552,219,53,82,1
#db7070,219,112,112,1
#db7b55,219,123,85,1
#dbb774,219,183,116,1
#dbc2ce,219,194,206,0
#dbc4d9,219,196,217,0
#dbc5b0,219,197,176,1
#dbc65d,219,198,93,1
#dbccd9,219,204,217,0
#dbcebd,219,206,189,0
#dbced0,219,206,208,0
#dbcfc3,219,207,195,0
#dbd0d6,219,208,214,0
#dbd3d3,219,211,211,0
#dbd4ca,219,212,202,0
#dbd6d1,219,214,209,0
#dbd7e7,219,215,231,0
#dbd8bd,219,216,189,0
#dbd8cf,219,216,207,0
#dbd9e0,219,217,224,0
#dbdcde,219,220,222,0
#dbdde0,219,221,224,0
#dbdfcb,219,223,203,0
#dbe5e2,219,229,226,0
#dbe800,219,232,0,1
#dbe8df,219,232,223,0
#dc322f,220,50,47,1
#dc380f,220,56,15,1
#dc3958,220,57,88,1
#dc4405,220,68,5,1
#dc5034,220,80,52,1
#dc657d,220,101,125,1
#dc8a0e,220,138,14,1
#dc8cc3,220,140,195,1
#dc9018,220,144,24,1
#dc9656,220,150,86,1
#dca060,220,160,96,1
#dca3a3,220,163,163,1
#dcb16c,220,177,108,1
#dcbdfb,220,189,251,1
#dcbec2,220,190,194,0
#dcc0d6,220,192,214,0
#dcc5ca,220,197,202,0
#dcc6e0,220,198,224,0
#dcc9ce,220,201,206,0
#dccade,220,202,222,0
#dccbc2,220,203,194,0
#dccecc,220,206,204,0
#dccf8f,220,207,143,0
#dccfd7,220,207,215,0
#dcd0e0,220,208,224,0
#dcd1cb,220,209,203,0
#dcd2c5,220,210,197,0
#dcd2c9,220,210,201,0
#dcd3d8,220,211,216,0
#dcd5dd,220,213,221,0
#dcd7bf,220,215,191,0
#dcd8bf,220,216,191,0
#dcd9df,220,217,223,0
#dcdbe5,220,219,229,0
#dcdcaa,220,220,170,0
#dcdccc,220,220,204,0
#dcdcdc,220,220,220,0
#dcddd1,220,221,209,0
#dcdde8,220,221,232,0
#dcdee6,220,222,230,0
#dcdfe4,220,223,228,0
#dce0dc,220,224,220,0
#dce3d8,220,227,216,0
#dce3db,220,227,219,0
#dce3e4,220,227,228,0
#dce5df,220,229,223,0
#dce8db,220,232,219,0
#dceae5,220,234,229,0
#dcebe9,220,235,233,0
#dd0017,221,0,23,1
#dd0907,221,9,7,1
#dd1321,221,19,33,1
#dd464c,221,70,76,1
#dd4814,221,72,20,1
#dd4b39,221,75,57,1
#dd7500,221,117,0,1
#dd9999,221,153,153,1
#ddb26f,221,178,111,1
#ddb321,221,179,33,1
#ddc2c3,221,194,195,0
#ddc4c8,221,196,200,0
#ddc9cb,221,201,203,0
#ddcce1,221,204,225,0
#ddd1cb,221,209,203,0
#ddd6cd,221,214,205,0
#ddd6e5,221,214,229,0
#ddd8e3,221,216,227,0
#dddbdd,221,219,221,0
#dddd13,221,221,19,1
#ddddc5,221,221,197,0
#ddddce,221,221,206,0
#dddddd,221,221,221,0
#dddecb,221,222,203,0
#dddfdb,221,223,219,0
#dddfe0,221,223,224,0
#dde0d7,221,224,215,0
#dde5db,221,229,219,0
#dde8e3,221,232,227,0
#ddeadc,221,234,220,0
#ddeadf,221,234,223,0
#ddece5,221,236,229,0
#ddeecc,221,238,204,0
#de0f17,222,15,23,1
#de352e,222,53,46,1
#de5833,222,88,51,1
#de7176,222,113,118,1
#de8a3d,222,138,61,1
#de935f,222,147,95,1
#deaf8f,222,175,143,1
#dec5cb,222,197,203,0
#dec7ca,222,199,202,0
#dec7cd,222,199,205,0
#dec7da,222,199,218,0
#dec8da,222,200,218,0
#dec8e1,222,200,225,0
#decba5,222,203,165,0
#decbd6,222,203,214,0
#deccd0,222,204,208,0
#ded8c2,222,216,194,0
#ded9ce,222,217,206,0
#dedae2,222,218,226,0
#dedbe0,222,219,224,0
#dedcdf,222,220,223,0
#dedce4,222,220,228,0
#dedde4,222,221,228,0
#dedec5,222,222,197,0
#deded8,222,222,216,0
#dedede,222,222,222,0
#dedee7,222,222,231,0
#dee6ec,222,230,236,0
#dee7df,222,231,223,0
#df0002,223,0,2,1
#df0067,223,0,103,1
#df471e,223,71,30,1
#df5273,223,82,115,1
#df5320,223,83,32,1
#df5923,223,89,35,1
#df8f2d,223,143,45,1
#dfaf8f,223,175,143,1
#dfb226,223,178,38,1
#dfc5d8,223,197,216,0
#dfcddd,223,205,221,0
#dfced3,223,206,211,0
#dfd3e2,223,211,226,0
#dfdfdf,223,223,223,0
#dfe1e8,223,225,232,0
#dfe2e5,223,226,229,0
#dfe2f1,223,226,241,0
#dfe7e2,223,231,226,0
#dfeada,223,234,218,0
#dfeee2,223,238,226,0
#e0001b,224,0,27,1
#e00122,224,1,34,1
#e013d0,224,19,208,1
#e01563,224,21,99,1
#e01f3d,224,31,61,1
#e0393e,224,57,62,1
#e04646,224,70,70,1
#e06c75,224,108,117,1
#e09448,224,148,72,1
#e0ac16,224,172,22,1
#e0af68,224,175,104,1
#e0af85,224,175,133,1
#e0caca,224,202,202,0
#e0cadb,224,202,219,0
#e0cbd7,224,203,215,0
#e0cdc7,224,205,199,0
#e0cdcd,224,205,205,0
#e0cdd8,224,205,216,0
#e0cf9f,224,207,159,1
#e0cfd5,224,207,213,0
#e0d2c9,224,210,201,0
#e0d2db,224,210,219,0
#e0d86e,224,216,110,1
#e0d9e3,224,217,227,0
#e0dacf,224,218,207,0
#e0dbd9,224,219,217,0
#e0dcd2,224,220,210,0
#e0dedf,224,222,223,0
#e0dee0,224,222,224,0
#e0def4,224,222,244,0
#e0e0e0,224,224,224,0
#e0e0e6,224,224,230,0
#e0e0ea,224,224,234,0
#e0e0ff,224,224,255,0
#e0e2cc,224,226,204,0
#e0e2e4,224,226,228,0
#e0e3d2,224,227,210,0
#e0e4d6,224,228,214,0
#e0e6e7,224,230,231,0
#e0e7df,224,231,223,0
#e0eade,224,234,222,0
#e0f0ef,224,240,239,0
#e10019,225,0,25,1
#e11b22,225,27,34,1
#e1261c,225,38,28,1
#e12729,225,39,41,1
#e12828,225,40,40,1
#e1306c,225,48,108,1
#e15f5f,225,95,95,1
#e16120,225,97,32,1
#e1a3ee,225,163,238,1
#e1ac26,225,172,38,1
#e1ccd7,225,204,215,0
#e1d6c8,225,214,200,0
#e1d6c9,225,214,201,0
#e1dcd4,225,220,212,0
#e1dee7,225,222,231,0
#e1e0e7,225,224,231,0
#e1e1cb,225,225,203,0
#e1e1e2,225,225,226,0
#e1e6ed,225,230,237,0
#e1eadd,225,234,221,0
#e1eaef,225,234,239,0
#e1ece2,225,236,226,0
#e2001a,226,0,26,1
#e2002a,226,0,42,1
#e20074,226,0,116,1
#e2142d,226,20,45,1
#e21737,226,23,55,1
#e22027,226,32,39,1
#e2203d,226,32,61,1
#e23d28,226,61,40,1
#e24329,226,67,41,1
#e28964,226,137,100,1
#e2b93d,226,185,61,1
#e2c696,226,198,150,1
#e2cdca,226,205,202,0
#e2cdd1,226,205,209,0
#e2d9d8,226,217,216,0
#e2d9e7,226,217,231,0
#e2ded3,226,222,211,0
#e2dfe7,226,223,231,0
#e2e1e7,226,225,231,0
#e2e1ec,226,225,236,0
#e2e2cd,226,226,205,0
#e2e2e2,226,226,226,0
#e2e4e5,226,228,229,0
#e2e5d5,226,229,213,0
#e2e5e6,226,229,230,0
#e2eada,226,234,218,0
#e2ebdf,226,235,223,0
#e2ecee,226,236,238,0
#e2ecef,226,236,239,0
#e2efee,226,239,238,0
#e3001f,227,0,31,1
#e30061,227,0,97,1
#e30202,227,2,2,1
#e31837,227,24,55,1
#e31a1c,227,26,28,1
#e31a22,227,26,34,1
#e32119,227,33,25,1
#e32934,227,41,52,1
#e3488e,227,72,142,1
#e34f26,227,79,38,1
#e35142,227,81,66,1
#e36209,227,98,9,1
#e36f1e,227,111,30,1
#e37151,227,113,81,1
#e3d3db,227,211,219,0
#e3d8ea,227,216,234,0
#e3dbe8,227,219,232,0
#e3dbeb,227,219,235,0
#e3dccd,227,220,205,0
#e3dddf,227,221,223,0
#e3ded1,227,222,209,0
#e3dfec,227,223,236,0
#e3dfed,227,223,237,0
#e3dfff,227,223,255,0
#e3e0e9,227,224,233,0
#e3e3c8,227,227,200,0
#e3e3e3,227,227,227,0
#e3e6db,227,230,219,0
#e3e6ee,227,230,238,0
#e3efef,227,239,239,0
#e4002b,228,0,43,1
#e41b13,228,27,19,1
#e42313,228,35,19,1
#e43526,228,53,38,1
#e44436,228,68,54,1
#e447ff,228,71,255,1
#e45649,228,86,73,1
#e4a382,228,163,130,1
#e4b51c,228,181,28,1
#e4d3e0,228,211,224,0
#e4d3e7,228,211,231,0
#e4d4c8,228,212,200,0
#e4d6cf,228,214,207,0
#e4d6e3,228,214,227,0
#e4d7d7,228,215,215,0
#e4d8e6,228,216,230,0
#e4dae2,228,218,226,0
#e4dce8,228,220,232,0
#e4e1da,228,225,218,0
#e4e1db,228,225,219,0
#e4e1ef,228,225,239,0
#e4e3d9,228,227,217,0
#e4e4d9,228,228,217,0
#e4e5de,228,229,222,0
#e4e5e5,228,229,229,0
#e4e8d9,228,232,217,0
#e4e932,228,233,50,1
#e4ebe3,228,235,227,0
#e50000,229,0,0,1
#e50064,229,0,100,1
#e50914,229,9,20,1
#e53238,229,50,56,1
#e5352b,229,53,43,1
#e53838,229,56,56,1
#e53935,229,57,53,1
#e53b2c,229,59,44,1
#e5505a,229,80,90,1
#e55e5e,229,94,94,1
#e56a54,229,106,84,1
#e58d7d,229,141,125,1
#e5a00d,229,160,13,1
#e5c07b,229,192,123,1
